"","FD1","FD5","FD9","FD13","FD17","SD2","SD6","SD10","SD14","SD18","SD22","SD24","UP3","UP7","UP11","UP15","UP19","UP20","UP25","UP27","FW4","FW8","FW12","FW16","FW21","FW23","FW26"
"532",3,1,5,1,4,3,1,1,4,4,3,2,5,2,4,2,3,4,2,2,5,2,4,1,4,4,4
"570",2,1,4,2,4,2,2,4,5,4,4,2,2,4,4,4,4,4,2,4,2,5,5,5,4,5,2
"521",3,3,2,2,4,4,3,3,4,4,4,3,2,2,4,2,5,5,2,2,3,4,2,4,3,5,4
"703",1,1,1,1,5,3,2,1,4,3,3,3,1,4,4,4,5,5,3,3,3,3,1,5,3,5,3
"657",3,2,3,3,4,2,3,1,4,3,4,2,3,2,4,4,4,5,3,4,3,3,3,4,3,3,4
"530",3,2,2,3,3,2,2,2,4,4,2,2,2,5,3,4,3,4,3,3,3,4,3,5,3,4,3
"711",1,2,2,2,4,1,2,2,4,3,4,3,2,3,4,4,4,3,3,3,2,3,4,4,3,4,3
"720",3,1,3,2,3,4,2,2,4,4,3,3,2,3,4,3,3,5,3,4,1,5,2,5,3,5,3
"547",2,2,2,3,4,3,1,3,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,3
"656",3,1,3,2,3,2,2,2,4,4,4,4,3,3,4,3,3,4,3,3,3,2,3,4,3,4,4
"612",2,3,3,3,4,3,2,2,4,3,3,3,2,5,4,4,3,3,2,3,1,4,3,4,1,4,4
"511",2,2,2,2,4,3,2,2,3,4,4,2,2,2,2,2,3,3,3,3,3,3,4,4,2,3,4
"666",3,4,2,3,4,4,2,3,5,4,3,4,4,3,4,3,4,4,4,3,3,2,3,3,2,4,3
"514",1,2,2,2,4,2,2,2,4,4,4,2,4,4,4,3,4,4,4,3,2,4,4,4,2,4,4
"765",3,2,3,2,3,3,3,2,4,3,3,3,2,3,3,3,4,4,3,3,3,3,3,4,3,4,4
"551",2,2,3,2,5,4,3,2,4,5,3,3,3,2,4,4,4,5,3,3,2,4,2,5,4,5,3
"498",3,3,2,2,3,3,1,3,3,4,4,4,3,4,5,4,4,4,3,4,2,4,2,5,3,4,2
"631",3,2,4,3,4,3,1,3,4,2,1,4,2,5,5,5,5,4,4,5,2,3,3,2,3,3,3
"658",3,1,3,1,3,3,2,2,3,3,3,2,3,3,4,3,4,3,3,3,2,3,3,3,3,3,2
"761",4,2,4,4,5,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,1,4,3,5,2,4,3
"548",1,1,1,2,3,2,2,4,3,4,2,2,3,3,2,3,2,3,3,2,3,3,5,4,1,5,4
"718",3,2,3,3,4,3,2,3,4,4,3,3,3,2,3,3,4,4,2,3,4,4,3,4,3,4,4
"472",2,1,2,2,3,2,2,1,4,4,4,3,2,3,4,3,2,2,3,3,5,3,2,4,3,4,3
"626",2,1,2,2,2,2,1,1,4,2,4,4,3,3,2,2,2,2,3,2,3,4,4,4,3,4,4
"691",2,1,1,1,3,2,3,1,1,3,2,1,2,3,3,4,2,4,1,2,2,1,2,5,2,2,1
"564",2,2,3,2,3,3,3,2,2,4,2,2,3,3,4,4,3,3,2,3,3,4,3,4,3,5,2
"522",3,2,4,4,4,4,3,2,4,4,4,2,4,4,4,3,2,4,4,2,3,4,2,4,2,4,2
"769",3,3,4,2,4,3,4,2,4,4,2,3,4,2,3,3,3,4,3,2,2,4,2,4,2,4,2
"623",4,3,3,3,3,3,3,3,1,4,1,1,3,5,4,3,3,2,3,3,3,3,3,5,1,5,3
"743",3,2,3,2,3,3,2,2,3,4,2,2,2,4,4,3,2,3,3,3,3,3,2,4,2,4,4
"637",2,2,2,2,4,3,1,2,4,4,4,4,3,2,2,3,3,4,2,2,2,4,4,2,2,5,2
"507",2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"541",3,3,2,2,4,3,2,3,3,2,4,3,3,2,3,3,3,3,3,3,2,2,3,2,3,4,2
"753",3,2,2,2,3,2,2,2,2,3,4,2,3,2,4,4,4,3,3,3,3,4,2,3,3,3,2
"620",3,3,3,3,4,3,2,3,3,3,4,3,4,5,3,4,3,3,3,4,2,4,3,5,3,5,3
"797",2,1,2,1,3,3,2,1,4,2,3,1,3,3,5,4,4,5,2,2,1,2,2,4,2,4,2
"745",3,1,3,1,3,2,1,2,3,4,2,2,1,2,3,3,3,4,2,2,4,3,3,5,2,4,2
"778",2,1,2,1,4,4,1,2,5,4,3,2,2,2,4,3,4,4,4,4,1,5,2,4,4,5,1
"487",1,2,1,2,2,3,3,3,3,3,3,3,2,4,5,3,5,3,2,4,2,4,3,5,3,3,3
"735",1,2,2,4,4,1,2,1,4,5,3,2,2,2,4,4,3,4,2,2,2,4,5,4,2,4,4
"595",3,1,3,2,4,4,2,3,3,4,3,3,1,3,5,5,5,5,2,5,1,5,3,5,4,5,5
"667",2,2,2,1,4,4,2,1,4,4,3,4,4,3,3,3,4,3,4,3,3,5,2,5,3,4,3
"654",3,2,2,2,2,3,1,3,2,4,2,2,2,4,4,4,4,4,3,4,3,4,2,3,3,3,3
"678",2,2,3,2,3,3,3,2,3,3,3,2,3,4,2,3,3,3,2,2,2,4,3,4,2,3,3
"599",3,2,2,2,3,3,2,2,3,3,2,2,2,4,4,4,2,3,2,4,2,4,4,5,3,4,4
"534",4,3,4,3,5,4,2,4,5,5,4,3,2,3,4,4,3,5,2,2,2,4,1,5,2,4,1
"661",3,2,3,2,4,3,2,2,2,3,2,3,4,4,3,2,3,3,3,3,2,4,3,4,2,4,2
"598",3,2,3,2,3,3,2,2,3,4,3,3,2,3,4,3,4,4,3,3,3,4,4,3,3,4,4
"716",2,1,3,2,3,3,2,2,3,4,3,3,2,4,4,4,4,3,2,3,4,4,4,4,2,4,3
"681",3,1,1,2,3,2,3,2,2,4,4,2,3,5,5,3,3,4,2,4,2,5,4,5,1,5,3
"651",2,2,2,2,4,2,2,2,5,3,2,2,3,3,3,3,2,3,2,3,2,4,4,5,2,4,4
"483",1,1,2,2,4,2,3,1,3,4,3,3,3,5,5,3,4,4,3,5,2,4,3,5,4,5,4
"543",1,2,2,3,4,3,3,1,5,3,4,3,3,4,4,3,4,2,3,4,2,4,4,3,4,4,1
"723",1,1,2,2,3,1,1,3,2,4,2,2,2,5,5,5,5,3,2,5,2,5,5,5,5,5,4
"460",3,2,3,2,4,4,3,3,4,5,4,4,2,3,3,2,4,5,3,3,3,5,4,5,4,5,3
"475",2,2,3,1,3,3,1,3,3,2,4,2,2,3,4,3,4,3,2,3,2,2,2,4,2,4,3
"671",2,1,2,1,2,2,2,2,2,3,2,2,2,3,3,3,4,4,3,2,2,4,2,4,2,4,3
"459",3,1,3,2,4,3,3,3,3,4,3,3,2,3,4,3,2,4,1,3,2,4,4,4,3,5,3
"690",2,2,2,3,3,4,2,2,4,3,4,3,3,3,4,5,4,4,4,4,3,4,3,5,3,5,3
"693",2,2,3,4,4,4,2,3,4,4,3,4,3,4,4,4,4,4,3,4,2,4,4,4,2,4,3
"505",2,1,1,2,4,3,1,2,3,3,3,3,3,5,5,5,4,3,2,5,3,5,5,5,3,5,4
"707",3,1,1,1,3,2,2,1,2,2,3,2,3,3,3,4,3,3,3,3,2,3,3,4,4,4,2
"775",2,2,2,2,4,3,3,3,3,4,4,3,3,4,4,3,4,4,3,3,2,4,4,5,3,4,3
"641",1,2,2,1,2,2,1,1,2,2,2,2,4,3,4,4,3,4,3,5,3,4,4,5,3,4,5
"597",2,2,2,2,4,3,2,3,4,3,5,4,4,3,3,3,3,3,3,3,3,4,2,5,2,4,2
"764",3,2,2,1,3,2,2,3,4,3,3,3,2,3,3,3,4,3,3,3,2,3,3,3,3,4,3
"465",1,1,1,1,1,2,3,1,4,5,4,2,1,5,5,4,5,2,1,5,4,5,5,5,5,5,5
"794",2,1,2,2,4,3,3,1,3,2,3,3,2,3,5,4,3,2,3,3,2,2,2,5,2,4,3
"712",2,1,2,2,3,2,3,1,4,4,2,2,2,3,2,3,3,4,2,3,3,4,2,4,2,4,3
"675",2,2,2,2,4,4,2,3,4,5,4,3,2,3,2,3,4,4,2,4,2,4,2,5,3,4,2
"781",2,2,2,2,2,2,2,2,3,4,4,2,3,3,4,3,3,4,3,4,2,2,3,4,4,4,4
"549",3,1,3,1,4,4,3,2,2,3,3,3,3,3,4,3,4,4,3,3,2,3,3,4,3,4,3
"603",1,1,1,1,3,2,1,2,3,3,1,3,2,5,5,5,4,3,3,4,3,3,5,3,4,3,3
"748",2,1,3,1,4,3,3,1,5,4,3,3,4,2,4,3,3,4,3,3,2,2,2,4,3,4,3
"544",2,2,2,2,4,2,3,3,3,3,2,3,4,3,4,4,4,3,3,2,2,3,4,4,3,4,3
"558",1,1,2,1,4,3,1,1,5,5,5,1,5,2,5,5,5,5,1,3,2,5,5,5,5,5,1
"792",3,2,2,3,3,3,2,2,3,4,3,2,4,2,5,2,3,2,2,2,4,5,3,5,3,5,3
"713",3,2,3,2,4,3,2,2,3,3,4,3,3,2,3,3,3,3,2,2,1,5,3,5,2,5,4
"747",2,1,2,2,1,3,2,3,4,4,3,2,2,3,4,3,4,5,3,4,4,4,1,4,5,4,1
"608",2,1,2,2,3,3,3,1,3,2,2,2,1,4,2,2,3,3,3,2,2,3,3,5,3,4,3
"676",2,2,2,2,3,4,2,1,4,2,4,3,2,3,4,3,4,3,3,2,1,2,2,3,3,4,3
"648",3,2,3,2,4,4,4,2,4,4,4,3,3,4,3,3,3,4,2,3,2,4,5,4,3,4,3
"634",1,1,2,1,4,1,2,1,2,4,2,2,2,5,5,5,4,4,2,4,2,5,5,5,4,5,4
"575",2,3,2,2,5,3,1,2,3,4,3,2,2,5,3,5,4,4,3,5,1,5,1,4,1,3,2
"456",3,3,3,2,4,4,4,4,4,4,4,4,3,2,3,4,4,4,3,3,1,2,2,3,2,3,2
"702",2,2,3,2,4,3,2,3,4,3,4,4,3,3,3,3,3,3,3,3,2,4,3,4,3,4,3
"588",2,2,1,4,4,1,1,1,5,3,3,4,3,3,5,5,4,4,3,4,5,2,4,4,3,4,2
"596",1,1,1,1,3,1,3,1,4,3,3,3,1,3,5,4,3,4,3,3,1,4,3,4,1,4,4
"737",2,2,2,2,4,3,2,2,2,4,2,2,2,4,5,4,4,4,2,4,2,5,2,5,2,5,4
"528",3,3,5,4,4,4,2,3,5,1,5,4,3,3,5,4,3,5,2,3,4,5,2,5,4,5,4
"508",3,3,3,3,3,4,3,3,5,4,1,4,3,3,3,2,3,3,2,2,3,4,4,4,3,4,3
"725",2,1,3,1,3,2,2,1,3,4,2,3,2,4,2,2,4,3,2,3,4,5,4,5,3,5,4
"805",1,1,2,1,3,3,2,2,2,5,2,3,3,4,4,2,3,4,2,2,2,3,2,5,3,5,2
"492",1,1,2,2,3,3,3,2,3,3,3,3,1,2,2,3,2,3,3,3,4,3,4,4,4,4,3
"789",3,1,2,2,3,3,3,2,4,3,4,3,3,3,4,4,4,4,3,3,4,3,4,4,2,4,3
"734",2,2,2,2,3,3,2,1,2,3,2,3,2,5,4,5,4,3,2,5,3,4,3,4,4,4,2
"767",2,1,2,2,3,2,2,1,3,3,2,2,3,3,3,4,3,4,3,4,3,4,4,5,3,5,3
"715",2,1,2,2,3,2,3,2,3,2,3,3,1,2,4,4,2,3,2,2,2,5,5,4,3,5,3
"699",2,3,2,2,4,2,3,3,4,4,4,3,3,2,4,4,4,4,4,3,1,2,2,5,2,4,2
"616",2,2,2,2,4,2,1,3,4,4,2,3,2,4,3,4,4,4,2,4,2,5,1,5,1,5,1
"682",2,1,4,2,3,4,3,3,4,3,3,4,2,3,4,3,3,5,2,3,3,4,4,5,2,4,3
"629",4,1,4,2,5,4,2,3,4,4,3,4,2,4,5,3,4,4,3,4,2,5,2,5,3,5,2
"609",2,1,2,2,4,3,2,2,4,4,3,2,2,4,5,4,4,3,3,3,3,4,3,4,3,4,3
"481",3,1,2,2,4,4,2,3,3,3,2,4,2,4,4,4,4,4,3,3,3,4,4,4,3,5,3
"795",3,1,3,2,3,3,2,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,2,4,4,4,3
"467",1,1,1,1,4,2,2,1,4,3,4,2,1,3,4,3,3,4,2,3,2,3,5,5,3,4,3
"644",1,1,3,1,3,2,1,1,1,3,3,1,2,4,5,3,3,4,4,4,3,4,2,5,2,4,5
"639",1,1,1,2,2,3,1,2,4,3,2,3,1,5,4,5,4,3,3,4,2,2,2,3,2,5,2
"779",1,1,1,1,3,1,1,1,2,3,4,1,1,2,3,3,3,2,2,4,1,2,2,4,2,5,2
"607",1,1,2,2,3,2,2,1,2,3,3,1,2,4,4,5,4,3,3,3,2,3,3,2,3,4,4
"804",1,2,1,2,4,3,3,2,2,3,4,2,2,5,2,5,4,3,3,5,3,5,4,5,3,4,4
"741",2,1,2,1,4,3,2,2,2,3,2,2,2,4,4,4,4,4,2,4,2,4,2,5,4,5,3
"773",1,1,1,1,4,1,1,1,4,3,2,3,1,4,5,5,2,4,4,4,3,4,4,5,2,5,4
"674",2,2,2,3,3,4,1,2,4,4,4,3,3,2,4,3,4,4,3,3,2,2,3,4,3,4,4
"739",3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,4,3,4,3,3,3,3,3,3,3,3,2
"515",2,2,2,2,4,2,2,3,4,5,3,2,2,3,4,2,4,4,4,2,4,4,4,5,3,4,4
"513",2,2,2,2,3,2,2,2,5,4,4,4,4,4,4,4,4,4,3,4,2,4,3,5,2,4,4
"811",2,1,2,2,5,2,1,1,4,3,4,4,1,3,5,3,4,4,3,3,2,3,4,4,3,4,3
"677",2,2,3,2,3,3,1,2,4,4,3,4,2,5,5,5,5,3,3,4,3,3,4,5,2,4,5
"663",3,2,3,3,4,3,1,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3
"568",3,1,3,2,2,2,1,3,5,4,4,5,2,4,5,4,2,3,2,3,3,4,5,5,2,4,2
"512",2,2,2,2,3,3,2,2,5,3,4,4,3,3,5,3,4,5,3,2,3,5,4,5,3,5,3
"705",2,2,2,3,4,3,3,3,2,2,1,2,2,3,2,3,3,2,1,3,2,1,2,4,3,1,3
"499",3,1,1,1,4,2,2,1,4,4,4,4,3,4,5,5,4,4,3,4,2,2,3,4,2,4,2
"619",3,3,4,4,4,4,2,4,3,3,5,4,2,2,2,2,2,5,2,2,3,3,2,3,2,4,1
"665",2,2,2,3,3,2,2,2,3,3,4,2,3,4,4,4,4,3,3,4,4,4,2,5,3,4,4
"689",1,1,1,2,3,2,2,2,3,3,3,2,2,3,2,3,2,3,2,3,4,4,2,4,2,4,3
"730",2,1,2,1,3,2,2,2,4,3,3,3,3,3,4,3,4,3,2,4,3,4,4,5,3,5,3
"592",1,1,1,1,5,2,2,2,3,4,2,2,2,1,4,1,2,2,1,1,3,2,2,2,2,4,2
"503",3,3,3,4,4,4,1,4,4,2,4,4,4,3,4,4,3,4,3,4,2,5,4,5,2,4,5
"562",3,3,4,4,4,3,4,3,4,4,4,3,3,4,4,4,4,4,2,4,2,4,3,3,3,3,2
"491",3,3,3,2,5,3,1,2,2,4,3,4,5,5,4,2,3,5,2,4,1,2,2,5,2,2,2
"486",2,2,3,2,2,2,4,2,4,3,2,3,3,3,3,3,2,4,3,2,2,2,2,2,5,2,3
"808",2,2,2,1,3,2,1,1,5,4,2,1,2,3,4,4,2,4,1,3,2,3,1,4,2,4,4
"793",3,3,3,3,2,2,2,3,2,2,3,3,3,2,4,2,4,3,2,2,1,5,1,4,2,4,1
"501",4,2,3,1,2,4,1,2,4,3,1,4,1,1,2,1,1,5,3,3,1,2,1,1,2,3,2
"799",1,1,1,1,3,4,1,1,5,5,4,5,1,1,5,3,5,3,3,5,1,5,5,5,3,4,5
"463",2,2,3,2,4,3,3,2,3,4,2,3,3,3,3,2,2,4,2,2,3,4,3,4,3,4,3
"692",3,2,2,3,4,4,2,4,4,4,3,3,2,2,2,3,2,5,1,2,2,3,2,4,3,4,3
"717",2,2,2,2,3,3,3,3,3,4,3,2,2,3,4,3,2,3,2,3,3,2,3,3,4,3,3
"565",2,1,2,1,4,3,2,2,4,4,3,3,2,4,2,5,3,5,3,4,3,4,4,5,3,4,3
"576",2,2,2,2,3,3,3,2,4,4,3,3,2,4,4,3,4,4,3,3,2,4,4,4,3,3,3
"622",3,1,3,2,3,3,2,2,5,4,2,3,2,2,3,5,4,5,3,4,3,4,3,3,4,4,2
"584",2,2,3,2,4,2,2,2,4,4,2,3,3,3,4,3,4,4,3,3,2,5,4,5,2,5,3
"601",3,2,3,3,2,2,1,2,4,4,3,2,1,4,2,3,4,3,2,3,2,2,2,5,2,5,2
"696",2,2,2,1,3,3,2,2,3,4,3,2,2,3,3,3,3,3,2,3,3,3,3,5,2,4,3
"726",2,2,2,2,3,3,3,2,2,4,2,1,2,3,4,2,2,3,3,2,3,4,3,4,3,4,3
"485",2,2,3,2,4,3,3,2,4,4,4,3,3,3,4,3,4,4,3,4,2,3,3,4,3,4,3
"763",2,2,4,3,5,3,2,2,5,4,4,4,4,4,4,3,4,5,4,2,1,5,4,4,2,5,4
"531",1,1,1,1,3,2,1,1,3,4,4,1,4,5,5,3,3,3,3,5,5,5,5,5,3,5,4
"535",1,2,3,1,2,2,1,1,3,2,3,3,1,2,5,3,4,4,3,3,3,4,4,3,3,4,5
"788",3,1,2,2,3,4,3,3,4,4,3,3,3,2,2,2,2,3,2,2,2,3,3,3,2,4,4
"560",1,3,2,2,4,2,2,2,4,4,2,2,4,4,3,4,4,3,3,2,2,4,3,4,2,4,2
"766",1,2,2,2,3,3,2,2,4,3,3,3,2,3,4,4,4,3,2,4,2,3,3,2,2,4,2
"731",2,2,2,3,5,3,4,3,4,3,4,4,3,2,2,2,3,4,2,2,2,4,2,5,2,5,2
"632",1,3,3,2,3,3,1,4,4,3,4,4,2,2,2,2,3,4,2,2,2,5,1,5,1,5,4
"749",4,3,3,2,2,2,1,1,4,3,2,3,2,4,5,3,4,5,2,4,2,1,1,2,4,3,4
"546",5,1,4,2,4,2,2,2,5,4,2,3,2,4,5,3,4,4,2,3,3,5,2,5,2,4,2
"771",1,1,1,2,3,2,4,2,4,4,3,2,3,2,3,2,3,5,2,2,3,3,3,4,3,4,1
"610",1,2,2,1,3,3,4,3,3,5,3,4,2,3,3,3,3,3,3,3,3,3,3,3,4,5,4
"466",3,1,2,2,4,3,4,1,2,4,2,4,3,2,2,3,2,2,2,3,2,4,2,5,2,4,4
"687",2,2,1,2,4,4,2,2,4,4,5,3,2,2,4,4,4,4,3,4,1,4,2,4,3,4,3
"495",1,1,1,2,4,3,3,2,4,4,4,2,4,2,4,2,4,4,2,2,4,4,4,4,3,4,4
"662",1,1,1,1,3,1,2,1,1,5,1,2,3,2,5,3,4,3,2,3,3,1,4,5,3,1,4
"835",2,2,1,2,3,3,1,2,1,5,3,2,3,3,2,3,2,3,3,3,3,2,2,5,2,2,2
"893",3,3,3,3,3,4,4,3,3,3,3,3,2,3,3,2,3,4,3,2,2,4,3,4,3,4,3
"943",4,2,5,1,5,5,2,4,4,5,4,4,2,2,5,5,5,5,4,5,3,5,4,5,4,5,4
"932",3,2,3,4,2,4,3,4,4,4,4,4,3,3,4,3,4,4,4,4,3,4,4,4,3,4,4
"982",2,2,2,2,3,4,3,2,4,4,2,2,2,4,4,4,4,4,2,4,4,5,4,5,4,4,3
"861",2,2,2,2,4,4,2,2,4,4,4,3,2,3,2,2,4,3,2,4,2,2,3,4,2,4,3
"1046",3,4,2,2,4,3,2,3,4,3,1,1,4,2,2,3,3,4,3,4,1,5,2,4,2,5,4
"1167",1,1,2,1,4,4,4,2,5,5,4,4,4,5,4,5,4,5,5,5,5,4,5,5,5,5,4
"921",3,2,4,2,4,4,2,4,5,5,4,4,3,4,2,2,2,5,2,2,2,2,4,5,2,4,4
"1168",3,2,3,2,4,3,3,2,5,4,4,4,3,4,4,3,4,5,4,3,2,5,4,5,4,5,3
"968",5,1,2,1,4,4,3,2,4,5,5,3,3,3,4,5,4,5,4,5,4,4,5,5,5,5,4
"1176",3,1,2,1,3,2,3,2,2,5,3,3,3,5,4,4,4,4,4,4,4,4,4,5,4,4,3
"1112",4,3,4,3,4,4,2,3,5,5,4,4,2,4,4,2,4,4,3,3,3,3,4,5,3,5,3
"990",1,1,2,2,4,1,2,2,4,3,4,3,1,4,4,3,3,4,2,4,3,4,3,4,3,4,3
"1083",2,2,3,2,4,2,3,3,3,5,4,3,3,2,5,4,5,5,4,5,4,4,5,4,4,4,4
"1078",2,2,3,2,5,3,2,3,4,5,3,3,4,2,4,3,3,5,3,3,3,5,3,4,5,4,2
"1182",2,1,2,1,4,4,4,4,2,5,4,4,3,3,4,4,3,4,2,3,4,4,5,5,4,5,4
"1236",4,4,4,3,4,5,4,5,4,4,3,4,2,2,2,2,2,3,2,2,3,2,2,4,2,3,2
"858",3,2,2,2,3,3,2,2,4,4,2,3,2,2,2,2,3,3,2,2,2,2,2,4,2,4,3
"1021",2,2,2,2,2,3,2,2,4,4,4,3,4,4,5,4,4,3,4,3,2,4,4,5,4,4,3
"1023",1,1,1,1,3,1,1,1,4,4,3,1,3,5,5,5,5,4,5,5,4,4,5,5,5,5,5
"854",1,2,2,2,4,3,2,1,4,3,4,2,2,4,4,3,3,4,3,4,4,4,4,4,3,4,3
"1207",2,2,4,2,4,1,1,2,5,1,4,2,1,1,4,2,2,4,1,2,2,5,3,5,3,4,5
"1031",5,2,4,2,4,4,3,5,4,5,4,4,4,2,3,4,4,5,4,2,4,4,4,4,3,5,4
"1071",4,2,3,2,2,3,3,3,4,4,4,5,2,3,2,3,3,4,2,3,3,4,4,4,2,4,2
"953",3,1,2,3,3,4,3,1,3,4,4,4,1,4,4,3,3,4,2,4,4,5,3,3,3,4,2
"890",4,2,3,2,4,4,2,4,5,5,4,4,2,2,4,2,2,5,3,4,3,3,3,4,3,4,3
"1230",2,2,3,3,4,4,4,3,4,4,5,4,2,5,5,3,4,4,3,4,4,4,2,5,5,4,2
"959",3,2,3,2,4,3,3,2,4,4,4,3,4,4,4,3,4,4,4,3,2,4,3,4,3,4,4
"874",3,1,3,2,4,4,3,3,4,4,4,4,2,3,4,3,3,4,3,3,4,3,4,5,4,4,4
"1117",1,1,1,2,2,4,2,1,4,4,5,2,1,5,4,4,4,3,4,5,4,4,5,5,5,5,5
"1134",3,2,4,2,5,2,3,1,5,5,4,5,2,4,2,2,4,4,4,2,1,4,2,5,2,5,3
"1110",1,2,3,1,4,4,2,3,4,3,4,2,2,4,4,4,3,4,3,3,3,3,3,3,4,4,2
"1026",4,2,2,4,3,4,2,4,3,4,4,5,3,4,4,4,4,3,4,5,4,4,3,4,4,4,4
"1213",2,3,4,4,3,5,5,4,3,5,2,4,3,4,3,4,4,3,2,3,2,5,4,4,4,4,1
"1049",3,3,3,2,4,4,2,3,2,4,4,3,3,4,4,3,3,5,3,4,2,4,3,4,3,4,3
"1140",2,3,3,2,4,4,2,3,4,4,4,3,3,4,4,4,3,4,3,3,3,2,3,4,4,4,3
"1203",4,5,5,4,4,4,3,5,4,5,4,4,4,4,4,3,4,5,5,4,4,4,4,5,3,4,4
"838",3,1,3,2,4,4,2,5,2,4,4,5,3,3,3,5,3,3,3,3,3,3,4,4,4,4,3
"883",2,2,2,2,2,4,4,2,4,4,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4
"1150",2,2,2,2,3,4,2,2,4,4,2,2,4,4,3,4,4,5,3,4,2,4,5,4,4,4,4
"1091",2,2,2,2,4,4,3,4,4,4,3,4,2,4,2,2,4,4,2,4,2,4,4,5,3,4,3
"934",2,2,2,2,4,4,4,4,4,5,4,4,4,4,4,4,2,4,3,4,4,5,5,5,5,5,4
"949",2,2,3,2,4,4,2,2,4,4,2,3,2,4,3,4,3,4,2,4,3,4,4,3,3,4,4
"1241",4,3,3,2,4,5,4,2,3,4,2,3,4,4,4,4,3,4,4,4,4,5,4,4,4,4,2
"1076",2,1,2,1,2,1,2,2,4,4,1,3,4,4,1,4,4,3,4,4,4,5,4,5,4,5,5
"1129",1,2,2,2,4,2,3,2,4,4,4,3,1,4,2,2,2,4,3,2,1,3,2,4,1,4,2
"925",2,2,4,2,3,4,1,2,4,5,2,3,3,5,2,4,4,5,2,5,3,4,3,5,2,4,4
"1248",2,2,2,2,4,2,4,2,4,4,4,4,2,2,2,2,3,4,2,3,4,5,5,5,3,5,4
"891",2,1,1,2,3,1,2,2,2,4,3,2,3,3,2,3,3,4,2,3,2,5,4,5,2,4,2
"1220",3,4,4,3,4,4,2,4,4,4,4,4,4,5,4,4,4,4,2,4,4,5,2,5,4,5,4
"971",1,2,2,1,2,2,4,2,4,4,4,4,2,4,3,4,2,2,2,2,4,4,4,4,2,4,4
"1228",1,1,4,2,4,4,1,1,4,4,4,3,2,4,4,2,4,4,3,4,1,4,4,4,2,4,2
"1232",4,3,3,3,4,4,1,4,5,4,3,4,2,4,3,4,4,4,3,4,2,4,2,5,3,4,2
"1032",2,2,3,3,4,3,2,2,4,4,3,3,4,3,4,4,3,5,4,4,2,4,3,4,3,4,2
"886",4,3,4,4,3,4,5,2,4,5,3,3,4,4,3,2,3,4,3,2,2,2,1,4,1,2,1
"1146",2,3,3,2,2,4,2,2,4,4,4,4,2,4,3,3,2,4,3,3,4,4,3,4,3,4,3
"862",1,1,1,1,3,4,3,2,4,4,4,4,2,3,1,2,2,5,3,3,2,2,4,4,2,2,4
"1218",2,1,2,2,2,3,3,1,3,5,4,2,2,4,1,3,3,4,2,4,4,5,4,5,4,5,4
"819",4,2,4,2,4,2,1,2,4,4,3,3,4,4,4,4,4,3,4,4,4,4,3,5,2,4,2
"1072",3,2,3,2,4,4,3,4,4,5,4,3,3,4,4,3,3,3,3,4,3,4,2,4,3,5,2
"821",3,2,3,1,3,4,2,2,2,3,4,3,2,4,3,2,3,3,2,3,3,4,3,5,2,5,4
"978",3,2,3,2,4,4,2,4,4,4,2,2,2,3,3,3,2,4,2,3,3,4,2,5,4,4,4
"888",3,2,2,1,4,4,2,2,4,4,2,2,2,5,4,4,4,4,2,4,2,2,2,4,2,4,3
"937",2,2,3,2,4,4,2,2,4,4,2,2,3,3,4,4,3,4,2,4,2,4,4,5,3,4,2
"931",1,3,1,2,3,3,1,3,4,4,3,3,2,3,4,4,4,4,3,4,2,4,3,4,4,4,3
"906",3,2,4,2,5,5,3,5,5,4,3,4,2,3,4,5,3,5,2,3,1,4,4,5,3,5,2
"1127",2,1,3,2,4,4,3,3,4,5,4,2,4,2,5,4,3,4,3,4,3,4,4,4,3,4,4
"895",4,3,4,4,4,4,1,4,3,4,3,3,5,5,4,4,4,4,3,4,2,2,3,2,2,4,4
"820",2,2,2,2,4,4,4,2,3,5,4,3,3,4,4,4,4,4,3,4,2,5,3,5,4,4,2
"879",3,2,2,2,4,4,2,2,4,4,3,3,4,2,4,3,4,5,4,4,2,4,2,4,2,5,1
"876",2,2,2,2,4,4,2,2,4,4,3,3,3,3,4,3,4,3,2,3,2,4,3,5,2,4,3
"1011",4,1,4,1,4,4,2,3,4,4,2,2,2,4,4,4,5,5,2,4,4,4,5,5,4,5,3
"1089",1,1,1,1,5,3,4,5,5,5,4,1,1,1,1,1,1,4,1,1,5,5,5,5,5,5,5
"1000",2,1,3,2,3,4,2,3,3,2,2,2,3,3,2,4,3,5,2,4,2,3,3,4,3,4,4
"1016",4,1,4,2,4,3,2,2,3,4,3,2,2,4,3,4,4,4,2,4,2,4,4,4,4,4,3
"1136",2,2,2,2,4,4,2,4,4,4,4,4,2,3,3,4,2,4,2,4,2,2,2,2,2,4,3
"1161",2,1,2,2,4,4,2,3,5,4,4,3,5,4,4,4,3,4,3,5,2,5,5,5,4,5,3
